0	0.015625	0.5078125	0.1328125	0.5078125	0.09375
0.1796875	0.0078125	0.7734375	0.09375	0.875	0.5859375
0.3828125	0.015625	0.3828125	0.046875	0.2578125	0.1484375
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.09375	0.046875	0.09375	0.046875	0.03125	0
0.03125	0.015625	0.828125	0.078125	0.5390625	0.109375
0	0	2.3203125	0.25	1.875	0.578125
0.1796875	0	2.5234375	0.0859375	1.8203125	0.7578125
0	0	2.5625	0.328125	1.9375	0.625
0	0	3.6640625	0.4140625	3.4140625	1.2578125
0.453125	0	3.25	0.15625	3.109375	1.6328125
0.8046875	0	1.3515625	0	0.890625	0.46875
0.1640625	0.046875	0.078125	0.046875	0	0.0546875
0	0.2265625	0.4609375	0.0703125	0.4453125	0.0859375
0.1953125	0	1.421875	0.25	1.84375	1.09375
0.9296875	0	0.9921875	0.0078125	0.8046875	0.5625
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0	0	0.609375	0.171875	0.515625	0.046875
0	0	1.9765625	0.3046875	2.109375	0.625
0	0	4.5	0.2734375	4.921875	2.234375
0.296875	0	5.5234375	0.1953125	5.7890625	3.03125
0.3671875	0.25	3.921875	0.0625	4.1875	2.4765625
0.125	1.1953125	2.734375	0	3.5234375	2.4375
0.453125	0.0546875	3.5234375	0.0390625	4.2109375	2.921875
1.625	0	2.5859375	0	2.546875	1.7734375
0.4296875	0.03125	0.4140625	0.0390625	0.1875	0.1796875
0.0625	0.03125	0.4296875	0.0546875	0.3046875	0
0.125	0.0078125	1.7421875	0.1640625	2.546875	1.5625
1.484375	0.3125	1.171875	0	1.0625	1.0234375
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0	0.4453125	0.234375	0.046875	0.375	0.1796875
0	0.921875	0.9453125	0	1.3984375	0.921875
0	0.84375	3.2265625	0.1640625	4.84375	2.8828125
1.9453125	2.1015625	3.375	0	5.1171875	4.4375
1.0546875	1.3046875	2.71875	0	3.484375	2.6875
0.1015625	0.0703125	3.7890625	0.2421875	4.28125	2.390625
0.6015625	0.21875	4.171875	0.0625	5.3515625	3.3359375
2.5	1.1640625	1.703125	0	2.25	2.4921875
0.6015625	0.4453125	0.140625	0.03125	0.171875	0.171875
0.0625	0.03125	0.4375	0.03125	0.296875	0
0.1875	0.015625	1.671875	0.1875	2.625	1.71875
1.703125	0.375	1.078125	0	1.078125	1.109375
0.0625	0.03125	0.171875	0.0859375	0.09375	0
0.03125	0	0.6328125	0.203125	0.671875	0.2421875
0.2890625	0.0546875	0.4453125	0.0625	0.375	0.2421875
0	0	1.3671875	0.1796875	1.3203125	0.25
0.1640625	0.765625	2.9296875	0.171875	4.484375	2.84375
2.203125	1.7421875	1.671875	0	2.5078125	2.7265625
0.0625	0.125	2.6953125	0.203125	3.53125	1.6953125
0.6875	0.9296875	4.03125	0.0234375	5.453125	3.6640625
1.7578125	2.890625	1.7890625	0	3.1171875	3.2421875
1.8828125	1.5234375	0.203125	0	0.6796875	1.2265625
0.4296875	0.203125	0	0.03125	0.0078125	0.0625
0	0	1.0546875	0.109375	0.8203125	0.03125
0.390625	0	2.28125	0.25	3.2421875	1.96875
1.6875	0.3203125	1.203125	0	1.0546875	1.1171875
0	0	1.0703125	0.1484375	0.8828125	0.171875
0.328125	0	1.4375	0.078125	1.5390625	0.9140625
0.625	0.2421875	0.453125	0.015625	0.2734375	0.421875
0	0.84375	0.703125	0.046875	1.109375	0.4375
0.78125	1.8984375	0.8359375	0	2.25	2.390625
1.140625	0.921875	0.7265625	0	0.8984375	0.8046875
0	0.1640625	3.1484375	0.1875	4.3203125	2.1875
2.125	1.9765625	2.3515625	0	3.578125	3.5859375
2	1.375	0.109375	0	0.578125	1.203125
0.6484375	0.265625	0	0.015625	0.015625	0.1484375
0.125	0.0625	0	0.0625	0	0
0	0	1.703125	0.1171875	1.7265625	0.4609375
0.8125	0.3515625	2.0546875	0.0703125	2.9765625	2.40625
1.1640625	0.4921875	0.8828125	0	0.71875	0.7578125
0	0	2.1171875	0.328125	2.484375	1
1.0625	0.3046875	1.6640625	0.0546875	1.9296875	1.6484375
0.625	0.3984375	0.1328125	0.015625	0.2109375	0.21875
0	0.8046875	0.0625	0.046875	0.2578125	0.25
0.65625	0.75	0	0.03125	0.296875	0.6640625
0.1875	0	1.3671875	0.0859375	1.328125	0.203125
0.25	0.1796875	3.3046875	0.203125	4.7421875	2.9453125
2.515625	0.7109375	1.9140625	0	2.078125	2.3046875
0.515625	0.25	0.59375	0.0625	0.5546875	0.34375
0.28125	0.03125	0.3125	0.03125	0.09375	0.140625
0.125	0.0625	0	0.0625	0	0
0	0	2.8515625	0.34375	3.296875	1.2890625
1.7109375	0.1015625	2.4453125	0.0390625	3.03125	2.5234375
0.7109375	0.03125	1.296875	0.078125	1.0625	0.3515625
0.1796875	0.1328125	2.375	0.1640625	3.421875	2.0390625
2.0390625	0.8125	1.0546875	0	1.2265625	1.5625
0.4296875	0.203125	0	0.03125	0.0078125	0.0625
0.125	0.0625	0	0.0625	0	0
0.09375	0.046875	0.09375	0.046875	0.03125	0
0	0	2.140625	0.1015625	2.1640625	0.5390625
0.46875	0	4.3515625	0.140625	5.5234375	3.6015625
1.8359375	0	3.65625	0.0234375	3.546875	2.1875
0	0	3.25	0.25	3.0390625	1.390625
0.4765625	0	3.0859375	0.140625	2.8515625	1.2578125
0.703125	0	1.28125	0.015625	0.7265625	0.4609375
0	0.4609375	2.40625	0.15625	3.6484375	2.046875
2.0859375	0.8359375	1.9765625	0	2.4296875	2.4375
0.03125	0	2.4140625	0.15625	2.578125	0.8359375
0.96875	0.171875	2.5078125	0.046875	3.296875	2.5703125
1.5390625	0.828125	0.546875	0	0.5078125	0.8359375
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.0625	0.03125	0.40625	0.078125	0.234375	0
0	0	3.1875	0.3515625	3.5703125	1.1796875
0.96875	0.5	4.546875	0.1015625	6.21875	4.1953125
2.0859375	2.1328125	2.203125	0	3.0625	2.8671875
0.1171875	1.3828125	1.671875	0	2.6328125	1.765625
0.0625	0.0078125	3.890625	0.1171875	4.6015625	2.796875
1.234375	0	3.7421875	0.0078125	3.65625	2.15625
0.2265625	0.078125	2.625	0.21875	3.765625	2.3125
1.6640625	0.2265625	1.8828125	0	1.78125	1.6484375
0	0.0390625	2.640625	0.1484375	3.546875	1.84375
1.9453125	1	1.7734375	0	2.3359375	2.515625
0.9296875	0.5390625	0.046875	0.015625	0.1953125	0.28125
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
