0.0625	0.03125	0.4296875	0.0546875	0.3046875	0
0	0.2734375	3.1484375	0.1484375	4.265625	2.0703125
2.0859375	2.03125	2.875	0	4.4140625	4.0859375
2.34375	1.765625	0.328125	0	0.7734375	1.5703125
0.296875	1.0859375	0.3671875	0.0234375	0.6328125	0.40625
0	0.1484375	3.2578125	0.15625	4.7578125	2.6640625
2.2421875	0.078125	4.2890625	0	5.375	4.0625
0.625	0	3.3828125	0.2109375	4.5625	3.03125
0.8515625	0	3.40625	0	2.90625	1.5078125
0.3828125	0.0390625	3.3125	0.1953125	4.46875	2.8671875
2.515625	0.703125	1.34375	0	1.484375	1.796875
0.4296875	0.203125	0	0.03125	0.0078125	0.0625
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.0625	0.3515625	0.171875	0.046875	0.171875	0
0	1.546875	1.390625	0.078125	2.78125	1.8515625
2.1875	1.984375	0.859375	0	1.984375	2.4921875
0.9296875	0.5390625	0.046875	0.015625	0.1953125	0.28125
0.0625	0.140625	0.34375	0.046875	0.265625	0
0	0.765625	2.65625	0.1875	4.0390625	2.0546875
2.296875	1.796875	2.703125	0	4.5390625	4.1328125
0.453125	0.03125	3.4609375	0.1015625	4.875	3.4140625
0.53125	0	4.6953125	0.015625	4.9921875	2.6015625
1.453125	0.421875	3.4140625	0.0625	4.6015625	3.6328125
1.9921875	1.078125	0.796875	0	0.875	1.1484375
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.0625	0.3671875	0.0078125	0.03125	0.0078125	0.0078125
0.09375	1.296875	0.03125	0.0546875	0.671875	0.75
1.265625	0.8671875	0	0.015625	0.265625	0.7890625
0.4296875	0.203125	0	0.03125	0.0078125	0.0625
0.0625	0.453125	0.046875	0.03125	0.0625	0
0.0078125	2.0546875	0.4453125	0	1.6015625	1.3671875
1.859375	2.2109375	0.21875	0	1.296875	2.1171875
0	0.03125	3.3125	0.1171875	4.59375	2.75
0.4375	0.109375	5.5	0	6.8046875	4.1796875
2.7734375	0.8828125	2.984375	0	3.7890625	3.5703125
1.5078125	0.5859375	0.296875	0	0.2890625	0.59375
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.09375	0.171875	0.0078125	0.046875	0	0.0078125
0.1171875	0.5234375	0	0.0859375	0.1328125	0.234375
0.515625	0.2421875	0	0.046875	0.0390625	0.234375
0	0.921875	2.1015625	0.0625	3.4296875	1.84375
1.078125	2.1171875	3.6015625	0	5.9765625	4.5703125
3	1.734375	1.6953125	0	2.453125	2.734375
0.7109375	0.4765625	0.09375	0.03125	0.1796875	0.1953125
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0	1.875	0.265625	0.0234375	1.1015625	0.875
1.171875	2.7265625	0.3125	0	1.9140625	2.5
2.046875	1.578125	0.0390625	0	0.515625	1.2265625
0.4296875	0.203125	0	0.03125	0.0078125	0.0625
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
0.125	0.0625	0	0.0625	0	0
